City,Population,SNOW,DATE
Cleveland ,388812,,1978-08
Cleveland ,388812,,1978-09
Cleveland ,388812,,1978-10
Cleveland ,388812,,1978-11
Cleveland ,388812,,1978-12
Cleveland ,388812,,1979-01
Cleveland ,388812,,1979-02
Cleveland ,388812,,1979-03
Cleveland ,388812,,1979-04
Cleveland ,388812,,1979-05
Cleveland ,388812,,1979-06
Cleveland ,388812,,1979-07
Cleveland ,388812,,1979-08
Cleveland ,388812,,1979-09
Cleveland ,388812,,1979-10
Cleveland ,388812,,1979-11
Cleveland ,388812,,1979-12
Cleveland ,388812,,1980-01
Cleveland ,388812,,1980-02
Cleveland ,388812,,1980-03
Cleveland ,388812,,1980-04
Cleveland ,388812,,1980-05
Cleveland ,388812,,1980-06
Cleveland ,388812,,1980-07
Cleveland ,388812,,1980-08
Cleveland ,388812,,1980-09
Cleveland ,388812,,1980-10
Cleveland ,388812,,1980-11
Cleveland ,388812,,1980-12
Cleveland ,388812,,1981-01
Cleveland ,388812,,1981-02
Cleveland ,388812,,1981-03
Cleveland ,388812,,1981-04
Cleveland ,388812,,1981-05
Cleveland ,388812,,1981-06
Cleveland ,388812,,1981-07
Cleveland ,388812,,1981-08
Cleveland ,388812,,1981-09
Cleveland ,388812,,1981-10
Cleveland ,388812,,1981-11
Cleveland ,388812,,1981-12
Cleveland ,388812,,1982-01
Cleveland ,388812,,1982-02
Cleveland ,388812,,1982-03
Cleveland ,388812,,1982-04
Cleveland ,388812,,1982-05
Cleveland ,388812,,1982-06
Cleveland ,388812,,1982-07
Cleveland ,388812,,1982-08
Cleveland ,388812,,1982-09
Cleveland ,388812,,1982-10
Cleveland ,388812,,1982-11
Cleveland ,388812,,1982-12
Cleveland ,388812,,1983-01
Cleveland ,388812,,1983-02
Cleveland ,388812,,1983-03
Cleveland ,388812,,1983-04
Cleveland ,388812,,1983-05
Cleveland ,388812,,1983-06
Cleveland ,388812,,1983-07
Cleveland ,388812,,1983-08
Cleveland ,388812,,1983-09
Cleveland ,388812,,1983-10
Cleveland ,388812,,1983-11
Cleveland ,388812,,1983-12
Cleveland ,388812,,1984-01
Cleveland ,388812,,1984-02
Cleveland ,388812,,1984-03
Cleveland ,388812,,1984-04
Cleveland ,388812,,1984-05
Cleveland ,388812,,1984-06
Cleveland ,388812,,1984-07
Cleveland ,388812,,1984-08
Cleveland ,388812,,1984-09
Cleveland ,388812,,1984-10
Cleveland ,388812,,1984-11
Cleveland ,388812,,1984-12
Cleveland ,388812,,1985-01
Cleveland ,388812,,1985-02
Cleveland ,388812,,1985-03
Cleveland ,388812,,1985-04
Cleveland ,388812,,1985-05
Cleveland ,388812,,1985-06
Cleveland ,388812,,1985-07
Cleveland ,388812,,1985-08
Cleveland ,388812,,1985-09
Cleveland ,388812,,1985-10
Cleveland ,388812,,1985-11
Cleveland ,388812,,1985-12
Cleveland ,388812,,1986-01
Cleveland ,388812,,1986-02
Cleveland ,388812,,1986-03
Cleveland ,388812,,1986-04
Cleveland ,388812,,1986-05
Cleveland ,388812,,1986-06
Cleveland ,388812,,1986-07
Cleveland ,388812,,1986-08
Cleveland ,388812,,1986-09
Cleveland ,388812,,1986-10
Cleveland ,388812,,1986-11
Cleveland ,388812,,1986-12
Cleveland ,388812,,1987-01
Cleveland ,388812,,1987-02
Cleveland ,388812,,1987-03
Cleveland ,388812,,1987-04
Cleveland ,388812,,1987-05
Cleveland ,388812,,1987-06
Cleveland ,388812,,1987-07
Cleveland ,388812,,1987-08
Cleveland ,388812,,1987-09
Cleveland ,388812,,1987-10
Cleveland ,388812,,1987-11
Cleveland ,388812,,1987-12
Cleveland ,388812,,1988-01
Cleveland ,388812,,1988-02
Cleveland ,388812,,1988-03
Cleveland ,388812,,1988-04
Cleveland ,388812,,1988-05
Cleveland ,388812,,1988-06
Cleveland ,388812,,1988-07
Cleveland ,388812,,1988-08
Cleveland ,388812,,1988-09
Cleveland ,388812,,1988-10
Cleveland ,388812,,1988-11
Cleveland ,388812,,1988-12
Cleveland ,388812,,1989-01
Cleveland ,388812,,1989-02
Cleveland ,388812,,1989-03
Cleveland ,388812,,1989-04
Cleveland ,388812,,1989-05
Cleveland ,388812,,1989-06
Cleveland ,388812,,1989-07
Cleveland ,388812,,1989-08
Cleveland ,388812,,1989-09
Cleveland ,388812,,1989-10
Cleveland ,388812,,1989-11
Cleveland ,388812,,1989-12
Cleveland ,388812,,1990-01
Cleveland ,388812,,1990-02
Cleveland ,388812,,1990-03
Cleveland ,388812,,1990-04
Cleveland ,388812,,1990-05
Cleveland ,388812,,1990-06
Cleveland ,388812,,1990-07
Cleveland ,388812,,1990-08
Cleveland ,388812,,1990-09
Cleveland ,388812,,1990-10
Cleveland ,388812,,1990-11
Cleveland ,388812,,1990-12
Cleveland ,388812,,1991-01
Cleveland ,388812,,1991-02
Cleveland ,388812,,1991-03
Cleveland ,388812,,1991-04
Cleveland ,388812,,1991-05
Cleveland ,388812,,1991-06
Cleveland ,388812,,1991-07
Cleveland ,388812,,1991-08
Cleveland ,388812,,1991-09
Cleveland ,388812,,1991-10
Cleveland ,388812,,1991-11
Cleveland ,388812,,1991-12
Cleveland ,388812,,1992-01
Cleveland ,388812,,1992-02
Cleveland ,388812,,1992-03
Cleveland ,388812,,1992-04
Cleveland ,388812,,1992-05
Cleveland ,388812,,1992-06
Cleveland ,388812,,1992-07
Cleveland ,388812,,1992-08
Cleveland ,388812,,1992-09
Cleveland ,388812,,1992-10
Cleveland ,388812,,1992-11
Cleveland ,388812,,1992-12
Cleveland ,388812,,1993-01
Cleveland ,388812,,1993-02
Cleveland ,388812,,1993-03
Cleveland ,388812,,1993-04
Cleveland ,388812,,1993-05
Cleveland ,388812,,1993-06
Cleveland ,388812,,1993-07
Cleveland ,388812,,1993-08
Cleveland ,388812,,1993-09
Cleveland ,388812,,1993-10
Cleveland ,388812,,1993-11
Cleveland ,388812,,1993-12
Cleveland ,388812,,1994-01
Cleveland ,388812,,1994-02
Cleveland ,388812,,1994-03
Cleveland ,388812,,1994-04
Cleveland ,388812,,1994-05
Cleveland ,388812,,1994-06
Cleveland ,388812,,1994-07
Cleveland ,388812,,1994-08
Cleveland ,388812,,1994-09
Cleveland ,388812,,1994-10
Cleveland ,388812,,1994-11
Cleveland ,388812,,1994-12
Cleveland ,388812,,1995-01
Cleveland ,388812,,1995-02
Cleveland ,388812,,1995-03
Cleveland ,388812,,1995-04
Cleveland ,388812,,1995-05
Cleveland ,388812,,1995-06
Cleveland ,388812,,1995-07
Cleveland ,388812,,1995-08
Cleveland ,388812,,1995-09
Cleveland ,388812,,1995-10
Cleveland ,388812,,1995-11
Cleveland ,388812,,1995-12
Cleveland ,388812,,1996-01
Cleveland ,388812,,1996-02
Cleveland ,388812,,1996-03
Cleveland ,388812,,1996-04
Cleveland ,388812,,1996-05
Cleveland ,388812,,1996-06
Cleveland ,388812,,1996-07
Cleveland ,388812,,1996-08
Cleveland ,388812,,1996-09
Cleveland ,388812,,1996-10
Cleveland ,388812,,1996-11
Cleveland ,388812,,1996-12
Cleveland ,388812,,1997-01
Cleveland ,388812,,1997-02
Cleveland ,388812,,1997-03
Cleveland ,388812,,1997-04
Cleveland ,388812,,1997-05
Cleveland ,388812,,1997-06
Cleveland ,388812,,1997-07
Cleveland ,388812,,1997-08
Cleveland ,388812,,1997-09
Cleveland ,388812,,1997-10
Cleveland ,388812,,1997-11
Cleveland ,388812,,1997-12
Cleveland ,388812,,1998-01
Cleveland ,388812,,1998-02
Cleveland ,388812,,1998-03
Cleveland ,388812,,1998-04
Cleveland ,388812,,1998-05
Cleveland ,388812,,1998-06
Cleveland ,388812,,1998-07
Cleveland ,388812,,1998-08
Cleveland ,388812,,1998-09
Cleveland ,388812,,1998-10
Cleveland ,388812,,1998-11
Cleveland ,388812,,1998-12
Cleveland ,388812,,1999-01
Cleveland ,388812,,1999-02
Cleveland ,388812,,1999-03
Cleveland ,388812,,1999-04
Cleveland ,388812,,1999-05
Cleveland ,388812,,1999-06
Cleveland ,388812,,1999-07
Cleveland ,388812,,1999-08
Cleveland ,388812,,1999-09
Cleveland ,388812,,1999-10
Cleveland ,388812,,1999-11
Cleveland ,388812,,1999-12
Cleveland ,388812,,2000-01
Cleveland ,388812,,2000-02
Cleveland ,388812,,2000-03
Cleveland ,388812,,2000-04
Cleveland ,388812,,2000-05
Cleveland ,388812,,2000-06
Cleveland ,388812,,2000-07
Cleveland ,388812,,2000-08
Cleveland ,388812,,2000-09
Cleveland ,388812,,2000-10
Cleveland ,388812,,2000-11
Cleveland ,388812,,2000-12
Cleveland ,388812,,2001-01
Cleveland ,388812,,2001-02
Cleveland ,388812,,2001-03
Cleveland ,388812,,2001-04
Cleveland ,388812,,2001-05
Cleveland ,388812,,2001-06
Cleveland ,388812,,2001-07
Cleveland ,388812,,2001-08
Cleveland ,388812,,2001-09
Cleveland ,388812,,2001-10
Cleveland ,388812,,2001-11
Cleveland ,388812,,2001-12
Cleveland ,388812,,2002-01
Cleveland ,388812,,2002-02
Cleveland ,388812,,2002-03
Cleveland ,388812,,2002-04
Cleveland ,388812,,2002-05
Cleveland ,388812,,2002-06
Cleveland ,388812,,2002-07
Cleveland ,388812,,2002-08
Cleveland ,388812,,2002-09
Cleveland ,388812,,2002-10
Cleveland ,388812,,2002-11
Cleveland ,388812,,2002-12
Cleveland ,388812,,2003-01
Cleveland ,388812,,2003-02
Cleveland ,388812,,2003-03
Cleveland ,388812,,2003-04
Cleveland ,388812,,2003-05
Cleveland ,388812,,2003-06
Cleveland ,388812,,2003-07
Cleveland ,388812,,2003-08
Cleveland ,388812,,2003-09
Cleveland ,388812,,2003-10
Cleveland ,388812,,2003-11
Cleveland ,388812,,2003-12
Cleveland ,388812,,2004-01
Cleveland ,388812,,2004-02
Cleveland ,388812,,2004-03
Cleveland ,388812,,2004-04
Cleveland ,388812,,2004-05
Cleveland ,388812,,2004-06
Cleveland ,388812,,2004-07
Cleveland ,388812,,2004-08
Cleveland ,388812,,2004-09
Cleveland ,388812,,2004-10
Cleveland ,388812,,2004-11
Cleveland ,388812,,2004-12
Cleveland ,388812,,2005-01
Cleveland ,388812,,2005-02
Cleveland ,388812,,2005-03
Cleveland ,388812,,2005-04
Cleveland ,388812,,2005-05
Cleveland ,388812,,2005-06
Cleveland ,388812,,2005-07
Cleveland ,388812,,2005-08
Cleveland ,388812,,2005-09
Cleveland ,388812,,2005-10
Cleveland ,388812,,2005-11
Cleveland ,388812,,2005-12
Cleveland ,388812,,2006-01
Cleveland ,388812,,2006-02
Cleveland ,388812,,2006-03
Cleveland ,388812,,2006-04
Cleveland ,388812,,2006-05
Cleveland ,388812,,2006-06
Cleveland ,388812,,2006-07
Cleveland ,388812,,2006-08
Cleveland ,388812,,2006-09
Cleveland ,388812,,2006-10
Cleveland ,388812,,2006-11
Cleveland ,388812,,2006-12
Cleveland ,388812,,2007-01
Cleveland ,388812,,2007-02
Cleveland ,388812,,2007-03
Cleveland ,388812,,2007-04
Cleveland ,388812,,2007-05
Cleveland ,388812,,2007-06
Cleveland ,388812,,2007-07
Cleveland ,388812,,2007-08
Cleveland ,388812,,2007-09
Cleveland ,388812,,2007-10
Cleveland ,388812,,2007-11
Cleveland ,388812,,2007-12
Cleveland ,388812,,2008-01
Cleveland ,388812,,2008-02
Cleveland ,388812,,2008-03
Cleveland ,388812,,2008-04
Cleveland ,388812,,2008-05
Cleveland ,388812,,2008-06
Cleveland ,388812,,2008-07
Cleveland ,388812,,2008-08
Cleveland ,388812,,2008-09
Cleveland ,388812,,2008-10
Cleveland ,388812,,2008-11
Cleveland ,388812,,2008-12
Cleveland ,388812,,2009-01
Cleveland ,388812,,2009-02
Cleveland ,388812,,2009-03
Cleveland ,388812,,2009-04
Cleveland ,388812,,2009-05
Cleveland ,388812,,2009-06
Cleveland ,388812,,2009-07
Cleveland ,388812,,2009-08
Cleveland ,388812,,2009-09
Cleveland ,388812,,2009-10
Cleveland ,388812,,2009-11
Cleveland ,388812,,2009-12
Cleveland ,388812,,2010-01
Cleveland ,388812,,2010-02
Cleveland ,388812,,2010-03
Cleveland ,388812,,2010-04
Cleveland ,388812,,2010-05
Cleveland ,388812,,2010-06
Cleveland ,388812,,2010-07
Cleveland ,388812,,2010-08
Cleveland ,388812,,2010-09
Cleveland ,388812,,2010-10
Cleveland ,388812,,2010-11
Cleveland ,388812,,2010-12
Cleveland ,388812,,2011-01
Cleveland ,388812,,2011-02
Cleveland ,388812,,2011-03
Cleveland ,388812,,2011-04
Cleveland ,388812,,2011-05
Cleveland ,388812,,2011-06
Cleveland ,388812,,2011-07
Cleveland ,388812,,2011-08
Cleveland ,388812,,2011-09
Cleveland ,388812,,2011-10
Cleveland ,388812,,2011-11
Cleveland ,388812,,2011-12
Cleveland ,388812,,2012-01
Cleveland ,388812,,2012-02
Cleveland ,388812,,2012-03
Cleveland ,388812,,2012-04
Cleveland ,388812,,2012-05
Cleveland ,388812,,2012-06
Cleveland ,388812,,2012-07
Cleveland ,388812,,2012-08
Cleveland ,388812,,2012-09
Cleveland ,388812,,2012-10
Cleveland ,388812,,2012-11
Cleveland ,388812,,2012-12
Cleveland ,388812,,2013-01
Cleveland ,388812,,2013-02
Cleveland ,388812,,2013-03
Cleveland ,388812,,2013-04
Cleveland ,388812,,2013-05
Cleveland ,388812,,2013-06
Cleveland ,388812,,2013-07
Cleveland ,388812,,2013-08
Cleveland ,388812,,2013-09
Cleveland ,388812,,2013-10
Cleveland ,388812,,2013-11
Cleveland ,388812,,2013-12
Cleveland ,388812,,2014-01
Cleveland ,388812,,2014-02
Cleveland ,388812,,2014-03
Cleveland ,388812,,2014-04
Cleveland ,388812,,2014-05
Cleveland ,388812,,2014-06
Cleveland ,388812,,2014-07
Cleveland ,388812,,2014-08
Cleveland ,388812,,2014-09
Cleveland ,388812,,2014-10
Cleveland ,388812,,2014-11
Cleveland ,388812,,2014-12
Cleveland ,388812,,2015-01
Cleveland ,388812,,2015-02
Cleveland ,388812,,2015-03
Cleveland ,388812,,2015-04
Cleveland ,388812,,2015-05
Cleveland ,388812,,2015-06
Cleveland ,388812,,2015-07
Cleveland ,388812,,2015-08
Cleveland ,388812,,2015-09
Cleveland ,388812,,2015-10
Cleveland ,388812,,2015-11
Cleveland ,388812,,2015-12
Cleveland ,388812,,2016-01
Cleveland ,388812,,2016-02
Cleveland ,388812,,2016-03
Cleveland ,388812,,2016-04
Cleveland ,388812,,2016-05
Cleveland ,388812,,2016-06
Cleveland ,388812,,2016-07
Cleveland ,388812,,2016-08
Cleveland ,388812,,2016-09
Cleveland ,388812,,2016-10
Cleveland ,388812,,2016-11
Cleveland ,388812,,2016-12
Cleveland ,388812,,2017-01
Cleveland ,388812,,2017-02
Cleveland ,388812,,2017-03
Cleveland ,388812,,2017-04
Cleveland ,388812,,2017-05
Cleveland ,388812,,2017-06
Cleveland ,388812,,2017-07
Cleveland ,388812,,2017-08
Cleveland ,388812,,2017-09
Cleveland ,388812,,2017-10
Cleveland ,388812,,2017-11
Cleveland ,388812,,2017-12
Cleveland ,388812,,2018-01
Cleveland ,388812,,2018-02
Cleveland ,388812,,2018-03
Cleveland ,388812,,2018-04
Cleveland ,388812,,2018-05
Cleveland ,388812,,2018-06
Cleveland ,388812,,2018-07
Cleveland ,388812,,2018-08
Cleveland ,388812,,2018-09
Cleveland ,388812,,2018-10
Cleveland ,388812,,2018-11
Cleveland ,388812,,2018-12
Cleveland ,388812,,2019-01
Cleveland ,388812,,2019-02
Cleveland ,388812,,2019-03
Cleveland ,388812,,2019-04
Cleveland ,388812,,2019-05
Cleveland ,388812,,2019-06
Cleveland ,388812,,2019-07
Nashville,654187,,1950-01
Nashville,654187,,1950-02
Nashville,654187,,1950-03
Nashville,654187,,1950-04
Nashville,654187,,1950-05
Nashville,654187,,1950-06
Nashville,654187,,1950-07
Nashville,654187,,1950-08
Nashville,654187,,1950-09
Nashville,654187,,1950-10
Nashville,654187,,1950-11
Nashville,654187,,1950-12
Nashville,654187,,1951-01
Nashville,654187,,1951-02
Nashville,654187,,1951-03
Nashville,654187,,1951-04
Nashville,654187,,1951-05
Nashville,654187,,1951-06
Nashville,654187,,1951-07
Nashville,654187,,1951-08
Nashville,654187,,1951-09
Nashville,654187,,1951-10
Nashville,654187,,1951-11
Nashville,654187,,1951-12
Nashville,654187,,1952-01
Nashville,654187,,1952-02
Nashville,654187,,1952-03
Nashville,654187,,1952-04
Nashville,654187,,1952-05
Nashville,654187,,1952-06
Nashville,654187,,1952-07
Nashville,654187,,1952-08
Nashville,654187,,1952-09
Nashville,654187,,1952-10
Nashville,654187,,1952-11
Nashville,654187,,1952-12
Nashville,654187,,1953-01
Nashville,654187,,1953-02
Nashville,654187,,1953-03
Nashville,654187,,1953-04
Nashville,654187,,1953-05
Nashville,654187,,1953-06
Nashville,654187,,1953-07
Nashville,654187,,1953-08
Nashville,654187,,1953-09
Nashville,654187,,1953-10
Nashville,654187,,1953-11
Nashville,654187,,1953-12
Nashville,654187,,1954-01
Nashville,654187,,1954-02
Nashville,654187,,1954-03
Nashville,654187,,1954-04
Nashville,654187,,1954-05
Nashville,654187,,1954-06
Nashville,654187,,1954-07
Nashville,654187,,1954-08
Nashville,654187,,1954-09
Nashville,654187,,1954-10
Nashville,654187,,1954-11
Nashville,654187,,1954-12
Nashville,654187,,1955-01
Nashville,654187,,1955-02
Nashville,654187,,1955-03
Nashville,654187,,1955-04
Nashville,654187,,1955-05
Nashville,654187,,1955-06
Nashville,654187,,1955-07
Nashville,654187,,1955-08
Nashville,654187,,1955-09
Nashville,654187,,1955-10
Nashville,654187,,1955-11
Nashville,654187,,1955-12
Nashville,654187,,1956-01
Nashville,654187,,1956-02
Nashville,654187,,1956-03
Nashville,654187,,1956-04
Nashville,654187,,1956-05
Nashville,654187,,1956-06
Nashville,654187,,1956-07
Nashville,654187,,1956-08
Nashville,654187,,1956-09
Nashville,654187,,1956-10
Nashville,654187,,1956-11
Nashville,654187,,1956-12
Nashville,654187,,1957-01
Nashville,654187,,1957-02
Nashville,654187,,1957-03
Nashville,654187,,1957-04
Nashville,654187,,1957-05
Nashville,654187,,1957-06
Nashville,654187,,1957-07
Nashville,654187,,1957-08
Nashville,654187,,1957-09
Nashville,654187,,1957-10
Nashville,654187,,1957-11
Nashville,654187,,1957-12
Nashville,654187,,1958-01
Nashville,654187,,1958-02
Nashville,654187,,1958-03
Nashville,654187,,1958-04
Nashville,654187,,1958-05
Nashville,654187,,1958-06
Nashville,654187,,1958-07
Nashville,654187,,1958-08
Nashville,654187,,1958-09
Nashville,654187,,1958-10
Nashville,654187,,1958-11
Nashville,654187,,1958-12
Nashville,654187,,1959-01
Nashville,654187,,1959-02
Nashville,654187,,1959-03
Nashville,654187,,1959-04
Nashville,654187,,1959-05
Nashville,654187,,1959-06
Nashville,654187,,1959-07
Nashville,654187,,1959-08
Nashville,654187,,1959-09
Nashville,654187,,1959-10
Nashville,654187,,1959-11
Nashville,654187,,1959-12
Nashville,654187,,1960-01
Nashville,654187,,1960-02
Nashville,654187,,1960-03
Nashville,654187,,1960-04
Nashville,654187,,1960-05
Nashville,654187,,1960-06
Nashville,654187,,1960-07
Nashville,654187,,1960-08
Nashville,654187,,1960-09
Nashville,654187,,1960-10
Nashville,654187,,1960-11
Nashville,654187,,1960-12
Nashville,654187,,1961-01
Nashville,654187,,1961-02
Nashville,654187,,1961-03
Nashville,654187,,1961-04
Nashville,654187,,1961-05
Nashville,654187,,1961-06
Nashville,654187,,1961-07
Nashville,654187,,1961-08
Nashville,654187,,1961-09
Nashville,654187,,1961-10
Nashville,654187,,1961-11
Nashville,654187,,1961-12
Nashville,654187,,1962-01
Nashville,654187,,1962-02
Nashville,654187,,1962-03
Nashville,654187,,1962-04
Nashville,654187,,1962-05
Nashville,654187,,1962-06
Nashville,654187,,1962-07
Nashville,654187,,1962-08
Nashville,654187,,1962-09
Nashville,654187,,1962-10
Nashville,654187,,1962-11
Nashville,654187,,1962-12
Nashville,654187,,1963-01
Nashville,654187,,1963-02
Nashville,654187,,1963-03
Nashville,654187,,1963-04
Nashville,654187,,1963-05
Nashville,654187,,1963-06
Nashville,654187,,1963-07
Nashville,654187,,1963-08
Nashville,654187,,1963-09
Nashville,654187,,1963-10
Nashville,654187,,1963-11
Nashville,654187,,1963-12
Nashville,654187,,1964-01
Nashville,654187,,1964-02
Nashville,654187,,1964-03
Nashville,654187,,1964-04
Nashville,654187,,1964-05
Nashville,654187,,1964-06
Nashville,654187,,1964-07
Nashville,654187,,1964-08
Nashville,654187,,1964-09
Nashville,654187,,1964-10
Nashville,654187,,1964-11
Nashville,654187,,1964-12
Nashville,654187,,1965-01
Nashville,654187,,1965-02
Nashville,654187,,1965-03
Nashville,654187,,1965-04
Nashville,654187,,1965-05
Nashville,654187,,1965-06
Nashville,654187,,1965-07
Nashville,654187,,1965-08
Nashville,654187,,1965-09
Nashville,654187,,1965-10
Nashville,654187,,1965-11
Nashville,654187,,1965-12
Nashville,654187,,1966-01
Nashville,654187,,1966-02
Nashville,654187,,1966-03
Nashville,654187,,1966-04
Nashville,654187,,1966-05
Nashville,654187,,1966-06
Nashville,654187,,1966-07
Nashville,654187,,1966-08
Nashville,654187,,1966-09
Nashville,654187,,1966-10
Nashville,654187,,1966-11
Nashville,654187,,1966-12
Nashville,654187,,1967-01
Nashville,654187,,1967-02
Nashville,654187,,1967-03
Nashville,654187,,1967-04
Nashville,654187,,1967-05
Nashville,654187,,1967-06
Nashville,654187,,1967-07
Nashville,654187,,1967-08
Nashville,654187,,1967-09
Nashville,654187,,1967-10
Nashville,654187,,1967-11
Nashville,654187,,1967-12
Nashville,654187,,1968-01
Nashville,654187,,1968-02
Nashville,654187,,1968-03
Nashville,654187,,1968-04
Nashville,654187,,1968-05
Nashville,654187,,1968-06
Nashville,654187,,1968-07
Nashville,654187,,1968-08
Nashville,654187,,1968-09
Nashville,654187,,1968-10
Nashville,654187,,1968-11
Nashville,654187,,1968-12
Nashville,654187,,1969-01
Nashville,654187,,1969-02
Nashville,654187,,1969-03
Nashville,654187,,1969-04
Nashville,654187,,1969-05
Nashville,654187,,1969-06
Nashville,654187,,1969-07
Nashville,654187,,1969-08
Nashville,654187,,1969-09
Nashville,654187,,1969-10
Nashville,654187,,1969-11
Nashville,654187,,1969-12
Nashville,654187,,1970-01
Nashville,654187,,1970-02
Nashville,654187,,1970-03
Nashville,654187,,1970-04
Nashville,654187,,1970-05
Nashville,654187,,1970-06
Nashville,654187,,1970-07
Nashville,654187,,1970-08
Nashville,654187,,1970-09
Nashville,654187,,1970-10
Nashville,654187,,1970-11
Nashville,654187,,1970-12
Nashville,654187,,1971-01
Nashville,654187,,1971-02
Nashville,654187,,1971-03
Nashville,654187,,1971-04
Nashville,654187,,1971-05
Nashville,654187,,1971-06
Nashville,654187,,1971-07
Nashville,654187,,1971-08
Nashville,654187,,1971-09
Nashville,654187,,1971-10
Nashville,654187,,1971-11
Nashville,654187,,1971-12
Nashville,654187,,1972-01
Nashville,654187,,1972-02
Nashville,654187,,1972-03
Nashville,654187,,1972-04
Nashville,654187,,1972-05
Nashville,654187,,1972-06
Nashville,654187,,1972-07
Nashville,654187,,1972-08
Nashville,654187,,1972-09
Nashville,654187,,1972-10
Nashville,654187,,1972-11
Nashville,654187,,1972-12
Nashville,654187,,1973-01
Nashville,654187,,1973-02
Nashville,654187,,1973-03
Nashville,654187,,1973-04
Nashville,654187,,1973-05
Nashville,654187,,1973-06
Nashville,654187,,1973-07
Nashville,654187,,1973-08
Nashville,654187,,1973-09
Nashville,654187,,1973-10
Nashville,654187,,1973-11
Nashville,654187,,1973-12
Nashville,654187,,1974-01
Nashville,654187,,1974-02
Nashville,654187,,1974-03
Nashville,654187,,1974-04
Nashville,654187,,1974-05
Nashville,654187,,1974-06
Nashville,654187,,1974-07
Nashville,654187,,1974-08
Nashville,654187,,1974-09
Nashville,654187,,1974-10
Nashville,654187,,1974-11
Nashville,654187,,1974-12
Nashville,654187,,1975-01
Nashville,654187,,1975-02
Nashville,654187,,1975-03
Nashville,654187,,1975-04
Nashville,654187,,1975-05
Nashville,654187,,1975-06
Nashville,654187,,1975-07
Nashville,654187,,1975-08
Nashville,654187,,1975-09
Nashville,654187,,1975-10
Nashville,654187,,1975-11
Nashville,654187,,1975-12
Nashville,654187,,1976-01
Nashville,654187,,1976-02
Nashville,654187,,1976-03
Nashville,654187,,1976-04
Nashville,654187,,1976-05
Nashville,654187,,1976-06
Nashville,654187,,1976-07
Nashville,654187,,1976-08
Nashville,654187,,1976-09
Nashville,654187,,1976-10
Nashville,654187,,1976-11
Nashville,654187,,1976-12
Nashville,654187,,1977-01
Nashville,654187,,1977-02
Nashville,654187,,1977-03
Nashville,654187,,1977-04
Nashville,654187,,1977-05
Nashville,654187,,1977-06
Nashville,654187,,1977-07
Nashville,654187,,1977-08
Nashville,654187,,1977-09
Nashville,654187,,1977-10
Nashville,654187,,1977-11
Nashville,654187,,1977-12
Nashville,654187,,1978-01
Nashville,654187,,1978-02
Nashville,654187,,1978-03
Nashville,654187,,1978-04
Nashville,654187,,1978-05
Nashville,654187,,1978-06
Nashville,654187,,1978-07
Nashville,654187,,1978-08
Nashville,654187,,1978-09
Nashville,654187,,1978-10
Nashville,654187,,1978-11
Nashville,654187,,1978-12
Nashville,654187,,1979-01
Nashville,654187,,1979-02
Nashville,654187,,1979-03
Nashville,654187,,1979-04
Nashville,654187,,1979-05
Nashville,654187,,1979-06
Nashville,654187,,1979-07
Nashville,654187,,1979-08
Nashville,654187,,1979-09
Nashville,654187,,1979-10
Nashville,654187,,1979-11
Nashville,654187,,1979-12
Nashville,654187,,1980-01
Nashville,654187,,1980-02
Nashville,654187,,1980-03
Nashville,654187,,1980-04
Nashville,654187,,1980-05
Nashville,654187,,1980-06
Nashville,654187,,1980-07
Nashville,654187,,1980-08
Nashville,654187,,1980-09
Nashville,654187,,1980-10
Nashville,654187,,1980-11
Nashville,654187,,1980-12
Nashville,654187,,1981-01
Nashville,654187,,1981-02
Nashville,654187,,1981-03
Nashville,654187,,1981-04
Nashville,654187,,1981-05
Nashville,654187,,1981-06
Nashville,654187,,1981-07
Nashville,654187,,1981-08
Nashville,654187,,1981-09
Nashville,654187,,1981-10
Nashville,654187,,1981-11
Nashville,654187,,1981-12
Nashville,654187,,1982-01
Nashville,654187,,1982-02
Nashville,654187,,1982-03
Nashville,654187,,1982-04
Nashville,654187,,1982-05
Nashville,654187,,1982-06
Nashville,654187,,1982-07
Nashville,654187,,1982-08
Nashville,654187,,1982-09
Nashville,654187,,1982-10
Nashville,654187,,1982-11
Nashville,654187,,1982-12
Nashville,654187,,1983-01
Nashville,654187,,1983-02
Nashville,654187,,1983-03
Nashville,654187,,1983-04
Nashville,654187,,1983-05
Nashville,654187,,1983-06
Nashville,654187,,1983-07
Nashville,654187,,1983-08
Nashville,654187,,1983-09
Nashville,654187,,1983-10
Nashville,654187,,1983-11
Nashville,654187,,1983-12
Nashville,654187,,1984-01
Nashville,654187,,1984-02
Nashville,654187,,1984-03
Nashville,654187,,1984-04
Nashville,654187,,1984-05
Nashville,654187,,1984-06
Nashville,654187,,1984-07
Nashville,654187,,1984-08
Nashville,654187,,1984-09
Nashville,654187,,1984-10
Nashville,654187,,1984-11
Nashville,654187,,1984-12
Nashville,654187,,1985-01
Nashville,654187,,1985-02
Nashville,654187,,1985-03
Nashville,654187,,1985-04
Nashville,654187,,1985-05
Nashville,654187,,1985-06
Nashville,654187,,1985-07
Nashville,654187,,1985-08
Nashville,654187,,1985-09
Nashville,654187,,1985-10
Nashville,654187,,1985-11
Nashville,654187,,1985-12
Nashville,654187,,1986-01
Nashville,654187,,1986-02
Nashville,654187,,1986-03
Nashville,654187,,1986-04
