"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2004","8.7","X","4422",,"4422","0","126","0","82","0",,,,,"0","0","0","0","0","0","358","0","84","0","46","0,1215,",,,,,"2.49",",0,0801,","95","0,0707,",,,,,"121",,"121","0","54.46",",0",,,,,"76.8","0","83.7","0","69.9","0",,,,,"270","X","280","X",,,,,"36.0","X","51.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2005","8.3","X","4371",,"4371","0","137","0","93","0",,,,,"0","0","0","0","0","0","351","0","87","0","43","0,0124,",,,,,"4.60",",0,0620,","95","0,0804,+",,,,,"133",,"133","0","68.24",",0",,,,,"76.6","0","83.6","0","69.7","0",,,,,"150","X","150","X",,,,,"68.9","X","91.9","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2006","8.1","W","4559",,"4559","0","118","0","78","0",,,,,"0","0","0","0","0","0","354","0","82","0","44","0,0214,",,,,,"4.63",",0,0906,","96","0,0813,",,,,,"115",,"115","0","64.21",",0",,,,,"77.1","0","84.1","0","70.2","0",,,,,"110","X","190","X",,,,,"32.0","X","45.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2007","8.3","W","4761",,"4761","0","149","0","89","0",,,,,"0","0","0","0","0","0","359","0","96","0","42","0,0219,",,,,,"2.90",",0,0506,","97","0,0805,",,,,,"80",,"80","0","64.02",",0",,,,,"77.8","0","84.7","0","71.0","0",,,,,"140","X","140","X",,,,,"40.9","X","53.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2008","8.5","W","4704",,"4704","0","138","0","88","0",,,,,"0","0","0","0","0","0","361","0","100","0","39","0,0103,",,,,,"3.06",",0,0818,","96","0,0511,",,,,,"43",,"43","0","60.31",",0",,,,,"77.7","0","84.6","0","70.8","0",,,,,"50","X","40","X",,,,,"40.0","X","55.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2009","7.6","W","4839",,"4839","0","133","0","76","0",,,,,"0","0","0","0","0","0","355","0","121","0","38","0,0205,",,,,,"2.37",",0,1125,","98","0,0622,",,,,,"108",,"108","0","52.15",",0",,,,,"77.9","0","85.0","0","70.8","0",,,,,"50","X","70","X",,,,,"36.9","X","55.9","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2010","7.4","W","4374",,"4374","0","130","0","82","0",,,,,"0","0","0","0","0","0","327","0","103","0","35","0,0110,",,,,,"5.06",",0,0929,","96","0,0821,+",,,,,"299",,"299","0","65.12",",0",,,,,"75.7","0","82.9","0","68.6","0",,,,,"260","X","250","X",,,,,"34.9","X","49.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2011","7.2","W","4906",,"4906","X","131","X","84","X",,,,,"0","X","0","X","0","X","361","X","118","X","44","X,0123,",,,,,"3.19",",X,0630,","97","X,0717,+",,,,,"217",,"217","X","63.80",",X",,,,,"78.2","X","85.3","X","71.2","X",,,,,"140","X","150","X",,,,,"40.0","X","55.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2012","7.2","X","4586",,"4586","X","148","X","87","X",,,,,"0","X","0","X","0","X","360","X","74","X","43","X,0104,",,,,,"9.70",",X,0522,","94","X,0614,",,,,,"59",,"59","X","86.99",",X",,,,,"77.3","X","84.0","X","70.6","X",,,,,"80","X","80","X",,,,,"38.0","X","51.9","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013","7.6","W","4769",,"4769","W","146","W","93","W",,,,,"0","W","0","W","0","W","360","W","71","W","45","W,0304,",,,,,"5.53",",W,1002,","94","W,0724,+",,,,,"75",,"75","W","70.46",",W",,,,,"77.9","W","84.4","W","71.3","W",,,,,"90","W","90","W",,,,,"28.0","W","40.9","W",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2014","7.2","W","4672",,"4672","W","146","W","94","W",,,,,"0","W","0","W","0","W","355","W","87","W","46","W,0119,+",,,,,"2.63",",W,0515,","95","W,0728,+",,,,,"65",,"65","W","63.64",",W",,,,,"77.5","W","84.6","W","70.5","W",,,,,"180","W","180","W",,,,,"42.9","W","51.0","W",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2015","7.8","W","5231",,"5231","W","165","W","96","W",,,,,"0","W","0","W","0","W","360","W","108","W","42","W,0220,",,,,,"3.73",",W,1204,","96","W,0729,+",,,,,"81",,"81","W","62.11",",W",,,,,"79.1","W","85.6","W","72.7","W",,,,,"80","W","80","W",,,,,"31.1","W","52.1","W",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2016","7.8","W","4868",,"4868","W","154","W","98","W",,,,,"0","W","0","W","0","W","356","W","108","W","46","W,0124,",,,,,"3.79",",W,0802,","95","W,0618,",,,,,"74",,"74","W","65.98",",W",,,,,"78.1","W","84.6","W","71.5","W",,,,,"200","W","210","W",,,,,"31.1","W","45.0","W",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2017","8.1","W","5201",,"5201","W","130","W","86","W",,,,,"0","W","0","W","0","W","360","W","117","W","47","W,1214,",,,,,"5.49",",W,0712,","98","W,0528,",,,,,"19",,"19","W","83.15",",W",,,,,"79.1","W","85.9","W","72.3","W",,,,,"100","W","100","W",,,,,"53.0","W","72.0","W",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2018","8.1","W","4724",,"4724","W","143","W","88","W","0",,"0","H","0","W","0","W","0","W","358","W","90","W","44","W,0118,+","0",",H,1231,+","0.0",",H,1231,+","3.60",",W,0531,","94","W,0810,+",,,,,"89",,"89","W","61.47",",W",,,"0.0",",H","77.7","W","84.5","W","70.9","W",,,,,"240","W","260","W",,,,,"32.0","W","42.9","W",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64",,"64","D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
