"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1999","7.6","X","3272",,"3272","0","93","0","52","0",,,,,"0","0","2","0","0","0","314","0","91","0","29","0,0105,",,,,,"2.57",",0,0512,","101","0,0820,+",,,,,,,,,,,"29","W,0105",,,,,,,,,"844",,"844","0","34.70",",0",,,,,"71.6","0","81.1","0","62.1","0",,,,,"20","X","360","X",,,"40.0","X","147.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2000","8.1","X","3429",,"3429","0","99","0","60","0",,,,,"0","0","3","0","0","0","287","0","102","0","30","0,1230,",,,,,"2.63",",0,1118,","108","0,0904,","32","0,1217",,,,,,,,,"32","0,0105",,,,,,,,,"844",,"844","0","45.81",",0",,,,,"71.1","0","80.0","0","62.2","0",,,,,"20","X","360","X",,,"61.1","X","147.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2001","7.4","X","3019",,"3019","0","115","0","78","0",,,,,"0","0","5","0","0","0","280","0","87","0","29","0,0120,+",,,,,"8.53",",0,0605,","97","0,0722,",,,,,,,,,,,"31","0,0121",,,,,,,,,"1586",,"1586","0","81.69",",0",,,,,"69.9","0","78.5","0","61.4","0",,,,,"10","X","40","X",,,"36.9","X","51.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2002","8.1","X","3091",,"3091","0","109","0","68","0",,,,,"0","0","8","0","0","0","283","0","84","0","25","0,0227,",,,,,"5.52",",0,0815,","97","0,0803,",,,,,,,,,,,"32","0,0305","27","0,0304",,,,,,,"1146",,"1146","0","58.89",",0",,,,,"69.9","0","78.4","0","61.4","0",,,,,"280","X","360","X",,,"42.9","X","147.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2003","7.6","X","3112",,"3112","0","97","0","59","0",,,,,"0","0","4","0","0","0","281","0","84","0","28","0,0118,",,,,,"3.16",",0,1009,","102","0,0807,",,,,,,,,,,,"29","0,0124","28","0,0118",,,,,,,"1371",,"1371","0","45.18",",0",,,,,"69.9","0","78.7","0","61.1","0",,,,,"210","X","360","X",,,"38.0","X","147.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2004","7.6","X","3249",,"3249","0","118","0","73","0",,,,,"0","0","4","0","0","0","289","0","86","0","28","0,1226,",,,,,"3.36",",0,1117,","97","0,0917,+","30","0,1224","28","0,1226",,,,,,,"32","0,0128",,,,,,,,,"1116",,"1116","0","56.16",",0",,,,,"70.9","0","79.1","0","62.7","0",,,,,"320","X","290","X",,,"42.9","X","51.9","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2005","7.4","X","3401",,"3401","0","87","0","53","0",,,,,"0","0","0","0","0","0","293","0","126","0","34","0,1208,+",,,,,"3.26",",0,0717,","100","0,0921,+",,,,,,,,,,,,,,,,,,,,,"984",,"984","0","35.74",",0",,,,,"71.4","0","80.5","0","62.2","0",,,,,"340","X","250","X",,,"44.1","X","61.1","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2006","7.4","W","3245",,"3245","0","93","0","59","0",,,,,"0","0","2","0","0","0","305","0","97","0","30","0,0212,",,,,,"9.29",",0,0619,","99","0,0613,","32","0,1205",,,,,,,,,"30","0,0212",,,,,,,,,"944",,"944","0","62.15",",0",,,,,"71.4","0","80.5","0","62.3","0",,,,,"320","X","100","X",,,"40.0","X","53.9","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2007","6.9","W","3366",,"3366","0","132","0","85","0",,,,,"0","0","1","0","0","0","295","0","91","0","29","0,0216,",,,,,"3.36",",0,0528,","102","0,0812,",,,,,,,,,,,"29","0,0216",,,,,,,,,"1206",,"1206","0","68.09",",0",,,,,"71.0","0","79.4","0","62.6","0",,,,,"330","X","280","X",,,"36.0","X","45.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008","7.8","W","3330",,"3330","0","101","0","65","0",,,,,"0","0","2","0","0","0","306","0","105","0","32","0,1210,+",,,,,"8.08",",0,0913,","100","0,0802,","32","0,1210",,,,,,,,,"32","0,0103",,,,,,,,,"963",,"963","0","56.28",",0",,,,,"71.3","0","80.4","0","62.1","0",,,,,"360","X","360","X",,,"53.9","X","91.9","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2009","7.8","W","3416",,"3416","0","105","0","53","0",,,,,"0","0","3","0","0","0","291","0","109","0","27","0,1205,",,,,,"5.15",",0,0418,","103","0,0705,","32","0,1204","27","0,1205",,,,,,,"32","0,0129",,,,,,,,,"1032",,"1032","0","52.59",",0",,,,,"71.1","0","80.2","0","62.0","0",,,,,"360","X","360","X",,,"59.9","X","72.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2010","7.4","W","3305",,"3305","0","105","0","57","0",,,,,"0","0","10","0","0","0","268","0","104","0","21","0,0109,",,,,,"4.97",",0,0702,","99","0,0816,+","32","0,1209",,,,,,,,,"32","0,0225","26","0,0111","21","0,0109",,,,,"1667",,"1667","0","47.02",",0",,,,,"69.7","0","78.5","0","60.9","0",,,,,"220","X","230","X",,,"36.9","X","49.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011","8.3","W","3874",,"3874","X","59","X","37","X",,,,,"0","X","13","X","0","X","295","X","132","X","23","X,0202,",,,,,"5.11",",X,1009,","106","X,0827,","32","X,1128",,,,,,,,,"32","X,0212","28","X,0211","23","X,0202",,,,,"1152",,"1152","X","25.39",",X",,,,,"72.4","X","81.9","X","62.8","X",,,,,"350","X","360","X",,,"40.0","X","47.0","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2012","7.2","X","3542",,"3542","X","95","X","65","X",,,,,"0","X","1","X","0","X","310","X","91","X","31","X,0113,",,,,,"4.06",",X,0109,","102","X,0626,+",,,,,,,,,,,"31","X,0113",,,,,,,,,"854",,"854","X","51.87",",X",,,,,"72.6","X","81.4","X","63.7","X",,,,,"240","X","230","X",,,"42.9","X","55.9","X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2013","7.6","W","3242",,"3242","W","95","W","58","W",,,,,"0","W","2","W","0","W","285","W","108","W","31","W,0117,",,,,,"6.05",",W,0427,","105","W,0629,","32","W,1216",,,,,,,,,"31","X,0117",,,,,,,,,"1006",,"1006","W","43.08",",W",,,,,"70.3","W","79.4","W","61.3","W",,,,,"340","W","340","W",,,"45.0","W","53.0","W"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2014","7.6","W","3079",,"3079","W","118","W","62","W",,,,,"0","W","10","W","0","W","276","W","90","W","25","W,0107,",,,,,"3.24",",W,0526,","98","W,0825,+",,,,,,,,,,,"32","W,0304","26","W,0130",,,,,,,"1579",,"1579","W","41.17",",W",,,,,"69.5","W","78.3","W","60.8","W",,,,,"240","W","270","W",,,"40.0","W","47.0","W"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015","7.2","W","3455",,"3455","W","125","W","79","W",,,,,"0","W","1","W","0","W","291","W","104","W","30","W,0108,",,,,,"5.30",",W,1031,","104","W,0811,",,,,,,,,,,,"30","W,0108",,,,,,,,,"1332",,"1332","W","77.14",",W",,,,,"71.2","W","79.7","W","62.8","W",,,,,"30","W","30","W",,,"53.0","W","69.1","W"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2016","7.2","W","3710",,"3710","W","125","W","78","W",,,,,"0","W","1","W","0","W","312","W","108","W","32","W,1219,",,,,,"5.16",",W,0418,","99","W,0809,+","32","W,1219",,,,,,,,,,,,,,,,,,,"817",,"817","W","56.85",",W",,,,,"72.9","W","81.6","W","64.2","W",,,,,"250","W","330","W",,,"36.0","W","51.0","W"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2017","8.1","W","3771",,"3771","W","107","W","68","W",,,,,"0","W","5","W","0","W","311","W","104","W","23","W,0107,",,,,,"12.07",",W,0826,","102","W,0729,","31","W,1208",,,,,,,,,"26","W,0108","26","W,0108","23","W,0107",,,,,"551",,"551","W","79.19",",W",,,,,"73.3","W","82.0","W","64.5","W",,,,,"10","W",,,,,"38.0","W",,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2018","8.1","W","3456",,"3456","W","114","W","75","W","0",,"0","H","0","W","10","W","0","W","283","W","117","W","19","W,0117,","0",",H,1231,+","0.0",",H,1231,+","6.00",",W,0704,","100","W,0822,+","32","W,1115",,,,,,,,,"25","W,0118","25","W,0118","19","W,0117","19","W,0117",,,"1159",,"1159","W","52.52",",W",,,"0.0",",H","71.1","W","79.6","W","62.6","W",,,,,"340","W","320","W",,,"46.1","W","59.9","W"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1179",,"1179","D",,,,,,,,,,,,,,,,,,,,,,,,,,
